title,genres,is_comedy,is_european,is_scifi,is_action,is_crime,is_drama,is_animation,is_family,is_fantasy,is_music,is_romance,is_reality,is_western,is_thriller,is_horror,is_sport,is_documentation,is_war,is_history
Five Came Back: The Reference Films,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Taxi Driver,"['drama', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Deliverance,"['drama', 'action', 'thriller', 'european']",False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Monty Python and the Holy Grail,"['fantasy', 'action', 'comedy']",True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Dirty Dozen,"['war', 'action']",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Monty Python's Flying Circus,"['comedy', 'european']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Life of Brian,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dirty Harry,"['thriller', 'action', 'crime']",False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Bonnie and Clyde,"['crime', 'drama', 'action']",False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Blue Lagoon,"['romance', 'action', 'drama']",False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
The Guns of Navarone,"['action', 'drama', 'war']",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
The Professionals,"['western', 'action', 'european']",False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Richard Pryor: Live in Concert,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
White Christmas,"['romance', 'comedy']",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Cairo Station,"['drama', 'crime', 'comedy']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hitler: A Career,"['history', 'documentation', 'european']",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
FTA,"['war', 'documentation', 'music', 'comedy']",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
Alexandria… Why?,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Land,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Dostana,"['drama', 'comedy', 'crime', 'romance', 'action']",True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Saladin the Victorious,"['action', 'drama', 'war', 'history', 'romance']",False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
Alibaba Aur 40 Chor,"['drama', 'romance', 'action', 'fantasy', 'family']",False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False
The Blazing Sun,"['crime', 'romance', 'drama']",False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Dark Waters,"['action', 'drama', 'romance', 'thriller']",False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
We Are All for the Fatherland,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Singapore,"['drama', 'thriller', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Monty Python's Fliegender Zirkus,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Beirut, Oh Beirut",['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Return of the Prodigal Son,"['music', 'drama', 'crime']",False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Khoon Khoon,"['crime', 'thriller']",False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Manoranjan,"['romance', 'drama', 'comedy']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Ujala,"['romance', 'crime', 'drama']",False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Whispers,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chadi Jawani Budhe Nu,['romance'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bandie,"['drama', 'action', 'romance']",False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Seinfeld,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GoodFellas,"['drama', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Full Metal Jacket,"['war', 'drama']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Once Upon a Time in America,"['crime', 'drama', 'european']",False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
When Harry Met Sally...,"['comedy', 'romance', 'drama']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
A Nightmare on Elm Street,['horror'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Steel Magnolias,"['comedy', 'drama', 'romance']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Police Academy,"['crime', 'comedy']",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christine,"['horror', 'thriller', 'european']",False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Knight Rider,"['scifi', 'action', 'crime', 'drama']",False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Thomas & Friends,"['animation', 'family', 'comedy', 'fantasy', 'drama', 'action', 'music']",True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
Saved by the Bell,"['family', 'comedy', 'romance']",True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Awakenings,"['drama', 'european']",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Wheel of Fortune,['family'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
National Lampoon's Christmas Vacation,"['comedy', 'european']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lean On Me,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Eddie Murphy Raw,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
She's Gotta Have It,"['romance', 'comedy']",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Major Dad,"['comedy', 'family']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Endless Love,"['romance', 'drama']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Danger Mouse,"['animation', 'comedy', 'family', 'scifi', 'european']",True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Vaashi,"['drama', 'thriller']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Mobile Suit Gundam: Char's Counterattack,"['scifi', 'animation', 'action', 'drama', 'war']",False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
Mobile Suit Gundam II: Soldiers of Sorrow,"['animation', 'scifi', 'action', 'drama', 'war']",False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
Fireman Sam,"['animation', 'comedy', 'family', 'crime', 'european']",True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Sam Kinison: Breaking the Rules,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Waiting for the Hearse,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tim Allen: Men Are Pigs,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mobile Suit Gundam III: Encounters in Space,"['action', 'drama', 'war', 'animation', 'scifi']",False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
Monty Python Live at the Hollywood Bowl,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Disco Dancer,"['drama', 'romance']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Agneepath,"['drama', 'action', 'crime']",False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Parrot Sketch Not Included: Twenty Years of Monty Python,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Too Young The Hero,"['drama', 'war']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
A Stoning in Fulham County,"['thriller', 'crime', 'drama']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Ryan White Story,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Dil,"['drama', 'comedy', 'romance']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Adam: His Song Continues,"['crime', 'drama']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The George McKenna Story,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
In Defense of a Married Man,"['drama', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Bill Hicks: Sane Man,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mujrim,"['drama', 'action', 'crime']",False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Aakhri Adaalat,"['action', 'crime', 'thriller']",False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Alexandria, Again and Forever",['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Duniya,"['action', 'drama']",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Strange Voices,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jaal,"['action', 'drama', 'thriller']",False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Quiet Victory: The Charlie Wedemeyer Story,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
High Risk,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Muqaddar Ka Faisla,"['action', 'comedy', 'drama', 'family']",True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Pyar Ke Do Pal,"['drama', 'action']",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Sohni Mahiwal,"['romance', 'drama', 'action']",False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Ek Jaan Hain Hum,"['family', 'romance']",False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
An Egyptian Story,"['drama', 'fantasy']",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
The Little Wars,"['war', 'drama', 'european']",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Unspeakable Acts,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Survivor,['reality'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mission: Impossible,"['thriller', 'action']",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Stargate SG-1,"['scifi', 'drama', 'action']",False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Se7en,"['crime', 'thriller', 'drama']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Pokémon,"['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']",True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
Boogie Nights,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Forrest Gump,"['drama', 'romance']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Snatch,"['crime', 'comedy']",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Talented Mr. Ripley,"['thriller', 'drama', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
One Piece,"['animation', 'action', 'comedy', 'drama', 'fantasy']",True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
The Challenge,"['reality', 'comedy', 'drama', 'scifi']",True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Titanic,"['drama', 'romance']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Cowboy Bebop,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']",True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False
Starship Troopers,"['scifi', 'action', 'thriller']",False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mission: Impossible II,"['thriller', 'action']",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Dumb and Dumber,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Neon Genesis Evangelion,"['drama', 'scifi', 'animation', 'action', 'fantasy', 'thriller']",False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False
Gattaca,"['scifi', 'thriller', 'romance', 'drama']",False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Léon: The Professional,"['crime', 'drama', 'action', 'thriller', 'european']",False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Gilmore Girls,"['comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Natural Born Killers,"['thriller', 'drama', 'crime', 'action']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Quick and the Dead,"['action', 'thriller', 'western', 'romance']",False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
You've Got Mail,"['comedy', 'romance', 'drama']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Power Rangers,"['action', 'scifi', 'fantasy', 'family']",False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Big Daddy,"['drama', 'comedy', 'european']",True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Vampires,"['fantasy', 'action', 'horror', 'thriller']",False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
Yu-Gi-Oh!,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Donnie Brasco,"['drama', 'thriller', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Magic School Bus,"['animation', 'scifi', 'comedy', 'family', 'fantasy']",True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
Goosebumps,"['scifi', 'thriller', 'family', 'fantasy', 'horror', 'music']",False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False
InuYasha,"['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama']",True,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False
A River Runs Through It,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Girl, Interrupted","['drama', 'european']",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Last Action Hero,"['action', 'fantasy', 'comedy', 'family']",True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
All That,"['comedy', 'family', 'music']",True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
My Girl,"['drama', 'family', 'romance', 'comedy', 'european']",True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
Wyatt Earp,"['western', 'crime', 'action', 'drama']",False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Eraser,"['thriller', 'action', 'drama', 'crime']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Neon Genesis Evangelion: The End of Evangelion,"['action', 'drama', 'animation', 'scifi', 'fantasy']",False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
Vegas Vacation,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
In the Line of Fire,"['drama', 'thriller', 'crime', 'action']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Little Women,"['drama', 'romance', 'family']",False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
U.S. Marshals,"['thriller', 'crime', 'action']",False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Barney & Friends,"['comedy', 'family']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Anaconda,"['horror', 'thriller', 'action']",False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Kenan & Kel,"['family', 'comedy']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Replacements,"['comedy', 'sport']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Seven Years in Tibet,"['action', 'drama', 'history', 'war']",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
The Net,"['thriller', 'action', 'crime', 'drama']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cliffhanger,"['action', 'thriller', 'comedy', 'animation']",True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Menace II Society,"['drama', 'crime', 'thriller']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Johnny Mnemonic,"['action', 'drama', 'scifi', 'thriller']",False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3 Ninjas Kick Back,"['comedy', 'family', 'action', 'sport']",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Edge of Seventeen,"['romance', 'drama', 'comedy']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
My First Errand,"['documentation', 'family', 'reality']",False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
The Devil's Own,"['crime', 'thriller', 'drama', 'action', 'european']",False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cardcaptor Sakura,"['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False
Spawn,"['scifi', 'action', 'drama', 'horror']",False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Adventures of Sonic the Hedgehog,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy', 'western']",True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False
Croupier,"['drama', 'european', 'crime']",False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Girlfriends,"['drama', 'comedy']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Next Karate Kid,"['action', 'drama', 'family', 'sport', 'romance']",False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
Geronimo: An American Legend,"['western', 'history', 'drama']",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Double Team,"['action', 'scifi', 'comedy', 'thriller']",True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Heavy,"['drama', 'romance']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
The Players Club,"['comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Parkers,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Sister, Sister","['comedy', 'drama', 'family']",True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Moesha,"['drama', 'comedy', 'family']",True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Heartbreak High,"['drama', 'romance', 'comedy']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Oggy and the Cockroaches,"['animation', 'comedy', 'family', 'action', 'european']",True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Kuch Kuch Hota Hai,"['romance', 'comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Children of God,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Knight Rider 2000,"['action', 'scifi']",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Okupas,"['drama', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hum Aapke Hain Koun..!,"['drama', 'romance', 'comedy']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Dil Se..,"['drama', 'romance']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Jerry Seinfeld: I'm Telling You for the Last Time,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
H,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sankofa,"['drama', 'european']",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Herod's Law,"['comedy', 'crime', 'thriller']",True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Wild Tango,"['drama', 'music', 'romance']",False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
The Last Days,"['drama', 'history', 'war', 'documentation']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
Sam Kinison: Live in Vegas,"['comedy', 'music', 'documentation']",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Bill Hicks: Revelations,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bombay,"['drama', 'romance']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Escalona,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Mann,"['drama', 'romance']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Soldier,"['thriller', 'action', 'drama', 'romance']",False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Sam Kinison: Family Entertainment Hour,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sinbad: Son of a Preacher Man,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Damini,"['drama', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hum Saath Saath Hain,"['romance', 'family', 'fantasy', 'drama']",False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False
Destiny,"['drama', 'history', 'comedy', 'romance']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
Chronicle of a Disappearance,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Muthu,"['comedy', 'drama', 'action', 'romance']",True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Jeans,"['comedy', 'drama', 'romance']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Monty Python: Live at Aspen,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Minsara Kanavu,"['comedy', 'romance', 'drama']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Duplicate,"['comedy', 'action', 'crime', 'thriller']",True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Avvai Shanmugi,"['drama', 'comedy']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anjaam,"['romance', 'crime', 'thriller', 'drama']",False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False
A Triumph of the Heart: The Ricky Bell Story,"['drama', 'sport']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Phir Bhi Dil Hai Hindustani,"['comedy', 'romance', 'drama']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Children of Shatila,"['documentation', 'history']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Bill Hicks: Relentless,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tim Allen: Rewires America,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bill Hicks: One Night Stand,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
West Beirut,"['romance', 'drama', 'comedy', 'war', 'european']",True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
Govindha Govindha,"['drama', 'action', 'crime']",False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Out of Life,"['drama', 'war', 'crime', 'european']",False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Gumrah,"['drama', 'action', 'crime', 'thriller']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sinbad: Nothin' but the Funk,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sinbad: Afros and Bellbottoms,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Fiza,"['romance', 'action', 'crime', 'drama', 'thriller']",False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Before the Flying Circus,"['comedy', 'documentation']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Other,"['romance', 'european', 'drama']",False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Yodha,"['action', 'drama']",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Emigrant,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hello Brother,"['comedy', 'romance', 'fantasy', 'action']",True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Dushmani,"['romance', 'action', 'drama']",False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
One Last Shot,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nightmare in Columbia County,"['drama', 'thriller', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Have You Ever Seen Fireflies? - Theatre Play,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Shikari,"['drama', 'action']",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Breaking Bad,"['drama', 'crime', 'thriller']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Top Gear,"['comedy', 'reality', 'european', 'music']",True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
The Walking Dead,"['action', 'drama', 'scifi', 'horror', 'thriller']",False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Supernatural,"['scifi', 'horror', 'thriller', 'drama', 'fantasy']",False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
The Mist,"['horror', 'scifi', 'thriller']",False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
