title,genres,is_comedy,is_european,is_scifi,is_action,is_crime,is_drama,is_animation,is_family,is_fantasy,is_music,is_romance,is_reality,is_western,is_thriller,is_horror,is_sport,is_documentation,is_war,is_history
Husband Factor: Resurrection,"['comedy', 'family', 'romance', 'drama', 'fantasy']",True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False
The Tour,"['comedy', 'documentation', 'european']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Super Parental Guardians,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oloibiri,"['thriller', 'action', 'drama']",False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sam Kinison: The Scream Continues,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Gang of the Caribbean,"['thriller', 'european']",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Kiss of Life,"['romance', 'comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Souk Bazaar,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Everything About Her,"['drama', 'comedy']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Creative Indians,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Saudi Arabia Uncovered,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A Man Returned,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Road To High & Low,"['action', 'drama']",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Back to 1989,"['scifi', 'drama']",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Arbitration,"['drama', 'comedy']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Last Egg,"['comedy', 'romance', 'drama']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Jandino: Whatever it Takes,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gbomo Gbomo Express,"['drama', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Janoskians: Untold and Untrue,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Dream Job,"['drama', 'family']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Crazy Beautiful You,"['drama', 'romance', 'comedy']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Tariqi: My Way,"['drama', 'music']",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Mind Game,"['action', 'crime', 'drama']",False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Snervous Tyler Oakley,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sommore: The Reign Continues,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hajwala: The Missing Engine,"['drama', 'action', 'crime', 'sport', 'thriller']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
Just the Way You Are,"['comedy', 'drama', 'romance']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Dedemin Fişi,"['comedy', 'family']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Unmarried Wife,"['drama', 'romance']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Bibik Bibikku,"['drama', 'comedy']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
My Stupid Boss,"['comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Third Party,"['comedy', 'romance']",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Ojukokoro (Greed),"['thriller', 'comedy', 'crime']",True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lakeeran,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Time Out,"['drama', 'animation', 'family', 'music']",False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Derry Girls,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Sinner,"['crime', 'drama', 'thriller']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Leave No Trace,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ozark,"['drama', 'crime', 'thriller']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Blade Runner 2049,"['scifi', 'action', 'drama', 'thriller']",False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Dark,"['scifi', 'crime', 'drama', 'thriller']",False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
12 Strong,"['drama', 'action', 'war', 'history']",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
It,"['horror', 'fantasy', 'thriller']",False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
Legacies,"['drama', 'scifi', 'fantasy', 'horror']",False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
Manifest,"['drama', 'thriller', 'scifi']",False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Riverdale,"['crime', 'drama', 'thriller', 'romance']",False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Wind River,"['thriller', 'crime', 'drama', 'western']",False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Sorry to Bother You,"['scifi', 'fantasy', 'comedy', 'drama']",True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Dunkirk,"['drama', 'war', 'action', 'thriller', 'history', 'european']",False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True
Cobra Kai,"['action', 'drama', 'sport', 'comedy']",True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Vice,"['comedy', 'drama', 'documentation']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Mindhunter,"['drama', 'crime', 'thriller']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Phantom Thread,"['drama', 'romance']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Money Heist,"['thriller', 'action', 'crime', 'drama', 'european']",False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
All American,"['drama', 'sport']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
You,"['crime', 'drama', 'thriller', 'romance']",False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Molly's Game,"['drama', 'crime', 'sport']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Den of Thieves,"['thriller', 'crime', 'drama', 'action']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Lost in Space,"['drama', 'scifi', 'action', 'thriller', 'family']",False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Bodyguard,"['war', 'drama', 'thriller', 'crime', 'european']",False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False
Rise of the Teenage Mutant Ninja Turtles,"['action', 'comedy', 'drama', 'scifi', 'family', 'fantasy', 'animation']",True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
American Vandal,"['crime', 'comedy', 'drama']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Godless,"['drama', 'western', 'documentation', 'action', 'crime']",False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
Somebody Feed Phil,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Manhunt,"['crime', 'drama', 'thriller']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Haunting of Hill House,"['thriller', 'drama', 'horror']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
CHiPS,"['action', 'comedy', 'crime']",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Ballad of Buster Scruggs,"['western', 'comedy', 'drama', 'romance']",True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Babylon Berlin,"['drama', 'thriller', 'crime', 'history', 'european']",False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
Altered Carbon,"['scifi', 'thriller', 'action', 'drama']",False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Castlevania,"['animation', 'drama', 'fantasy', 'horror', 'action']",False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False
Dirty John,"['crime', 'drama']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Darkest Hour,"['drama', 'history', 'war', 'thriller', 'family']",False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True
Dynasty,['drama'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Won't You Be My Neighbor?,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Good Girls,"['drama', 'crime', 'comedy']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HAPPY!,"['scifi', 'action', 'comedy', 'crime', 'fantasy', 'thriller']",True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Wet Hot American Summer: Ten Years Later,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Workin' Moms,"['comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Maniac,"['scifi', 'comedy', 'drama']",True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Wild Wild Country,"['crime', 'documentation']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Ritual,"['thriller', 'horror']",False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Anne with an E,"['drama', 'family']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Okja,"['scifi', 'fantasy', 'action', 'drama']",False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
The End of the F***ing World,"['drama', 'comedy', 'romance', 'thriller', 'crime']",True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Trolls: The Beat Goes On!,"['comedy', 'animation', 'family', 'fantasy', 'romance']",True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False
Atypical,"['comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Final Score,"['action', 'drama', 'thriller']",False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
A Series of Unfortunate Events,"['drama', 'action', 'comedy', 'family']",True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Charmed,"['drama', 'scifi', 'fantasy']",False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Rumble: The Indians Who Rocked the World,"['music', 'documentation']",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
The Nightingale,"['thriller', 'drama', 'horror']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Alias Grace,"['drama', 'crime', 'history', 'thriller']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
Cold Case Files,"['crime', 'documentation']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
One Day at a Time,"['comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Forgotten,"['thriller', 'horror', 'scifi']",False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Backtrace,"['crime', 'action', 'drama', 'thriller']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Bureau of Magical Things,"['scifi', 'family', 'fantasy', 'drama']",False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Santa Clarita Diet,"['comedy', 'horror']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Safe,"['drama', 'thriller', 'crime', 'european']",False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Stranger,"['crime', 'drama', 'thriller', 'romance', 'scifi', 'comedy']",True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Set It Up,"['romance', 'comedy']",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Crooked House,"['drama', 'thriller', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Cloverfield Paradox,"['horror', 'thriller', 'scifi', 'drama', 'action']",False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
What Happened to Monday,"['scifi', 'thriller', 'drama', 'action', 'crime', 'fantasy']",False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False
Cocomelon,"['animation', 'comedy', 'family']",True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Gerald's Game,"['horror', 'thriller', 'drama']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Roma,"['drama', 'european']",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Adrift,"['action', 'thriller', 'romance', 'drama', 'european']",False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
The Beguiled,"['drama', 'documentation', 'thriller', 'war']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
Disenchantment,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Big Mouth,"['comedy', 'animation', 'romance']",True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Ghostland,"['thriller', 'horror', 'drama', 'european']",False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Knightfall,"['action', 'drama', 'history']",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
GLOW,"['drama', 'comedy', 'sport', 'reality']",True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
The Bad Batch,"['drama', 'horror', 'scifi', 'romance', 'action']",False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Oats Studios,"['scifi', 'horror']",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tully,"['comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Watership Down,"['animation', 'family', 'fantasy', 'action', 'drama']",False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
The Guernsey Literary & Potato Peel Pie Society,"['drama', 'history', 'romance', 'war']",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
BAKI,"['drama', 'animation', 'action', 'crime', 'sport']",False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
The Foreigner,"['action', 'thriller', 'crime', 'drama', 'european']",False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
"Can't Stop, Won't Stop: A Bad Boy Story","['music', 'documentation']",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Outlaw King,"['action', 'drama', 'history', 'war']",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
Destination Wedding,"['drama', 'romance', 'comedy']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
The Kominsky Method,"['drama', 'comedy']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Black Spot,"['drama', 'crime', 'thriller', 'horror', 'european']",False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Elite,"['thriller', 'drama', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Keepers,"['documentation', 'thriller', 'crime', 'action', 'drama']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
13 Reasons Why,"['drama', 'thriller']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Bird Box,"['thriller', 'drama', 'scifi', 'horror']",False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
The Babysitter,"['comedy', 'horror']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Imposters,"['drama', 'thriller', 'comedy', 'crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Teasing Master Takagi-san,"['animation', 'romance', 'comedy']",True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Narcos: Mexico,"['drama', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Black Lightning,"['action', 'scifi', 'drama']",False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Salt Fat Acid Heat,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Package,"['comedy', 'drama', 'thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Replicas,"['scifi', 'thriller', 'drama']",False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cam,"['thriller', 'horror', 'drama']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Mystery Science Theater 3000,"['scifi', 'comedy', 'drama', 'horror', 'thriller']",True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Deadwind,"['crime', 'drama', 'thriller']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
My Next Guest Needs No Introduction With David Letterman,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Seven Seconds,"['crime', 'drama']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Queer Eye,['reality'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Violet Evergarden,"['animation', 'scifi', 'drama', 'fantasy', 'romance']",False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False
Rascal Does Not Dream of Bunny Girl Senpai,"['comedy', 'thriller', 'animation', 'fantasy', 'romance', 'drama']",True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False
Level 16,"['scifi', 'thriller', 'drama', 'european']",False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Abducted in Plain Sight,"['crime', 'documentation', 'thriller', 'drama']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
The Meyerowitz Stories (New and Selected),"['comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
James Acaster: Repertoire,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I Don't Feel at Home in This World Anymore,"['drama', 'thriller', 'crime', 'comedy', 'european']",True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Step Sisters,['comedy'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Devilman Crybaby,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False
The Shack,"['drama', 'fantasy']",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Hilda,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']",True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Calibre,"['thriller', 'drama']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Apostle,"['thriller', 'drama', 'horror', 'fantasy']",False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
Beirut,"['thriller', 'drama', 'action', 'crime']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
To All the Boys I've Loved Before,"['comedy', 'romance', 'drama']",True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Collateral,"['thriller', 'drama', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cells at Work!,"['comedy', 'animation', 'action', 'fantasy']",True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
My Little Pony: Equestria Girls,"['animation', 'comedy', 'family', 'fantasy']",True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
The Dragon Prince,"['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']",False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False
Mirai,"['fantasy', 'animation', 'drama', 'family']",False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Rust Valley Restorers,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bāhubali 2: The Conclusion,"['fantasy', 'drama', 'action']",False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Berlin Syndrome,"['horror', 'thriller', 'drama']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Icarus,"['documentation', 'thriller', 'sport']",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
Five Came Back,"['war', 'documentation', 'history']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
She-Ra and the Princesses of Power,"['scifi', 'animation', 'comedy', 'fantasy', 'family', 'action', 'drama']",True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
The Kindergarten Teacher,"['drama', 'thriller', 'european']",False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Chilling Adventures of Sabrina,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
1922,"['horror', 'drama', 'documentation', 'crime', 'thriller']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False
Veronica,['horror'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Little Italy,"['romance', 'comedy']",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Hold the Dark,"['thriller', 'crime', 'horror', 'action', 'drama']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Mute,"['scifi', 'thriller', 'drama']",False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Perfection,"['horror', 'thriller', 'drama', 'music']",False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
Red Joan,"['thriller', 'history', 'romance', 'drama']",False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
Bright,"['fantasy', 'thriller', 'scifi', 'crime', 'action']",False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Evil Genius,"['documentation', 'crime']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Everything Sucks!,"['drama', 'comedy']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Kodachrome,"['drama', 'comedy', 'european']",True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Discovery,"['scifi', 'thriller', 'romance', 'drama']",False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Nightflyers,"['scifi', 'thriller', 'drama', 'horror']",False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Dark Tourist,"['action', 'documentation']",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Extinction,"['scifi', 'thriller', 'action', 'drama']",False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Book of Henry,"['drama', 'thriller', 'crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Creep 2,"['thriller', 'horror', 'crime', 'drama']",False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Speed Kills,"['thriller', 'crime', 'drama', 'action']",False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Black Mirror: Bandersnatch,"['drama', 'thriller', 'scifi', 'fantasy']",False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
The Night Comes for Us,"['action', 'thriller', 'crime']",False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cargo,"['drama', 'thriller', 'scifi', 'horror']",False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Pine Gap,"['drama', 'thriller']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
When We First Met,"['fantasy', 'comedy', 'romance']",True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Dear White People,"['comedy', 'drama']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Mudbound,"['drama', 'war']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Troy: Fall of a City,"['action', 'war', 'fantasy', 'romance']",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
Anon,"['scifi', 'thriller', 'action', 'drama', 'crime', 'european']",False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Forest,"['drama', 'crime', 'thriller', 'european']",False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cable Girls,"['drama', 'history', 'european']",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton","['documentation', 'comedy']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A-X-L,"['scifi', 'thriller', 'action', 'drama', 'family']",False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Hell Fest,"['horror', 'thriller']",False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Aggretsuko,"['animation', 'comedy', 'romance', 'drama', 'music']",True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False
Malevolent,"['horror', 'thriller']",False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Jack Whitehall: Travels with My Father,"['reality', 'documentation', 'comedy', 'european']",True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Two Sentence Horror Stories,"['drama', 'horror', 'thriller']",False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Dirty Money,"['documentation', 'crime']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Requiem,"['drama', 'animation', 'fantasy', 'thriller']",False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False
The Rain,"['scifi', 'thriller', 'drama']",False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sunderland 'Til I Die,"['documentation', 'sport']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Happy as Lazzaro,"['fantasy', 'drama', 'european']",False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Nailed It!,"['reality', 'comedy']",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
My Mister,"['drama', 'family']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
